TYPE,YEAR_MONTH_KEY,ZONE,TOTAL_TRIPS,RANK
PICKUP,2024-05,Lincoln Square East,9161,9
PICKUP,2024-05,Upper West Side South,9036,10
DROPOFF,2024-06,Upper East Side North,22094,1
DROPOFF,2024-06,Upper East Side South,18371,2
DROPOFF,2024-06,Upper East Side South,14911,3
DROPOFF,2024-06,Upper East Side North,14441,4
DROPOFF,2024-06,Upper East Side South,10749,5
DROPOFF,2024-06,Midtown Center,9728,6
DROPOFF,2024-06,Midtown East,9115,7
DROPOFF,2024-06,Upper East Side North,9034,8
DROPOFF,2024-06,Lincoln Square East,8422,9
DROPOFF,2024-06,Upper West Side South,7907,10
PICKUP,2024-06,Upper East Side South,22094,1
PICKUP,2024-06,Upper East Side North,18371,2
PICKUP,2024-06,Upper East Side South,14911,3
PICKUP,2024-06,Upper East Side North,14441,4
PICKUP,2024-06,Midtown Center,10749,5
PICKUP,2024-06,Upper East Side South,9728,6
PICKUP,2024-06,Upper East Side South,9115,7
PICKUP,2024-06,Midtown Center,9034,8
PICKUP,2024-06,Upper West Side South,8422,9
PICKUP,2024-06,Lincoln Square East,7907,10
DROPOFF,2024-07,Upper East Side North,15841,1
DROPOFF,2024-07,Upper East Side South,12913,2
DROPOFF,2024-07,Upper East Side South,11763,3
DROPOFF,2024-07,Upper East Side North,10111,4
DROPOFF,2024-07,Upper East Side South,9531,5
DROPOFF,2024-07,Midtown Center,8592,6
DROPOFF,2024-07,Midtown East,8122,7
DROPOFF,2024-07,Upper East Side North,7954,8
DROPOFF,2024-07,JFK Airport,7619,9
DROPOFF,2024-07,Times Sq/Theatre District,7547,10
PICKUP,2024-07,Upper East Side South,15841,1
PICKUP,2024-07,Upper East Side North,12913,2
PICKUP,2024-07,Upper East Side South,11763,3
PICKUP,2024-07,Upper East Side North,10111,4
PICKUP,2024-07,Midtown Center,9531,5
PICKUP,2024-07,Upper East Side South,8592,6
PICKUP,2024-07,Upper East Side South,8122,7
PICKUP,2024-07,Midtown Center,7954,8
PICKUP,2024-07,JFK Airport,7619,9
PICKUP,2024-07,JFK Airport,7547,10
DROPOFF,2024-08,Upper East Side North,14129,1
DROPOFF,2024-08,Upper East Side South,11736,2
DROPOFF,2024-08,Upper East Side South,10969,3
DROPOFF,2024-08,Upper East Side North,9557,4
DROPOFF,2024-08,Upper East Side South,8287,5
DROPOFF,2024-08,JFK Airport,7750,6
DROPOFF,2024-08,Midtown Center,7629,7
DROPOFF,2024-08,Midtown East,7185,8
DROPOFF,2024-08,Times Sq/Theatre District,7116,9
DROPOFF,2024-08,Upper East Side North,6704,10
PICKUP,2024-08,Upper East Side South,14129,1
PICKUP,2024-08,Upper East Side North,11736,2
PICKUP,2024-08,Upper East Side South,10969,3
PICKUP,2024-08,Upper East Side North,9557,4
PICKUP,2024-08,Midtown Center,8287,5
PICKUP,2024-08,JFK Airport,7750,6
PICKUP,2024-08,Upper East Side South,7629,7
PICKUP,2024-08,Upper East Side South,7185,8
PICKUP,2024-08,JFK Airport,7116,9
PICKUP,2024-08,Midtown Center,6704,10
DROPOFF,2024-09,Upper East Side North,23910,1
DROPOFF,2024-09,Upper East Side South,20494,2
DROPOFF,2024-09,Upper East Side South,16436,3
DROPOFF,2024-09,Upper East Side North,15508,4
DROPOFF,2024-09,Upper East Side South,9845,5
DROPOFF,2024-09,Midtown East,8539,6
DROPOFF,2024-09,Midtown Center,8531,7
DROPOFF,2024-09,Upper East Side North,8249,8
DROPOFF,2024-09,Times Sq/Theatre District,8186,9
DROPOFF,2024-09,JFK Airport,8052,10
PICKUP,2024-09,Upper East Side South,23910,1
PICKUP,2024-09,Upper East Side North,20494,2
PICKUP,2024-09,Upper East Side South,16436,3
PICKUP,2024-09,Upper East Side North,15508,4
PICKUP,2024-09,Midtown Center,9845,5
PICKUP,2024-09,Upper East Side South,8539,6
PICKUP,2024-09,Upper East Side South,8531,7
PICKUP,2024-09,Midtown Center,8249,8
PICKUP,2024-09,JFK Airport,8186,9
PICKUP,2024-09,JFK Airport,8052,10
DROPOFF,2024-10,Upper East Side North,27600,1
DROPOFF,2024-10,Upper East Side South,23211,2
DROPOFF,2024-10,Upper East Side South,18820,3
DROPOFF,2024-10,Upper East Side North,17167,4
DROPOFF,2024-10,Upper East Side South,12444,5
DROPOFF,2024-10,Midtown Center,10464,6
DROPOFF,2024-10,Midtown East,10240,7
DROPOFF,2024-10,Upper East Side North,10119,8
DROPOFF,2024-10,Times Sq/Theatre District,9516,9
DROPOFF,2024-10,Upper West Side South,9043,10
PICKUP,2024-10,Upper East Side South,27600,1
PICKUP,2024-10,Upper East Side North,23211,2
PICKUP,2024-10,Upper East Side South,18820,3
PICKUP,2024-10,Upper East Side North,17167,4
PICKUP,2024-10,Midtown Center,12444,5
PICKUP,2024-10,Upper East Side South,10464,6
PICKUP,2024-10,Upper East Side South,10240,7
PICKUP,2024-10,Midtown Center,10119,8
PICKUP,2024-10,JFK Airport,9516,9
PICKUP,2024-10,Lincoln Square East,9043,10
DROPOFF,2024-11,Upper East Side North,26031,1
DROPOFF,2024-11,Upper East Side South,22106,2
DROPOFF,2024-11,Upper East Side South,18446,3
DROPOFF,2024-11,Upper East Side North,16770,4
DROPOFF,2024-11,Upper East Side South,12280,5
DROPOFF,2024-11,Midtown Center,10337,6
DROPOFF,2024-11,Upper East Side North,9668,7
DROPOFF,2024-11,Upper West Side South,9368,8
DROPOFF,2024-11,Midtown East,9144,9
DROPOFF,2024-11,Lincoln Square East,8988,10
PICKUP,2024-11,Upper East Side South,26031,1
PICKUP,2024-11,Upper East Side North,22106,2
PICKUP,2024-11,Upper East Side South,18446,3
PICKUP,2024-11,Upper East Side North,16770,4
PICKUP,2024-11,Midtown Center,12280,5
PICKUP,2024-11,Upper East Side South,10337,6
PICKUP,2024-11,Midtown Center,9668,7
PICKUP,2024-11,Lincoln Square East,9368,8
PICKUP,2024-11,Upper East Side South,9144,9
PICKUP,2024-11,Upper West Side South,8988,10
DROPOFF,2024-12,Upper East Side North,27351,1
DROPOFF,2024-12,Upper East Side South,23305,2
DROPOFF,2024-12,Upper East Side South,19815,3
DROPOFF,2024-12,Upper East Side North,19116,4
DROPOFF,2024-12,Upper East Side South,10590,5
DROPOFF,2024-12,Upper West Side South,10346,6
DROPOFF,2024-12,Midtown Center,10165,7
DROPOFF,2024-12,Lincoln Square East,9888,8
DROPOFF,2024-12,Midtown East,9785,9
DROPOFF,2024-12,Upper West Side North,9761,10
PICKUP,2024-12,Upper East Side South,27351,1
PICKUP,2024-12,Upper East Side North,23305,2
PICKUP,2024-12,Upper East Side South,19815,3
PICKUP,2024-12,Upper East Side North,19116,4
PICKUP,2024-12,Midtown Center,10590,5
PICKUP,2024-12,Lincoln Square East,10346,6
PICKUP,2024-12,Upper East Side South,10165,7
PICKUP,2024-12,Upper West Side South,9888,8
PICKUP,2024-12,Upper East Side South,9785,9
PICKUP,2024-12,Upper West Side South,9761,10
DROPOFF,2025-01,Upper East Side North,23726,1
DROPOFF,2025-01,Upper East Side South,20522,2
DROPOFF,2025-01,Upper East Side North,17134,3
DROPOFF,2025-01,Upper East Side South,16345,4
DROPOFF,2025-01,Upper East Side South,10830,5
DROPOFF,2025-01,Midtown Center,9487,6
DROPOFF,2025-01,Upper East Side North,9240,7
DROPOFF,2025-01,Upper West Side North,8976,8
DROPOFF,2025-01,Upper West Side South,8681,9
DROPOFF,2025-01,Lincoln Square East,8157,10
PICKUP,2025-01,Upper East Side South,23726,1
PICKUP,2025-01,Upper East Side North,20522,2
PICKUP,2025-01,Upper East Side North,17134,3
PICKUP,2025-01,Upper East Side South,16345,4
PICKUP,2025-01,Midtown Center,10830,5
PICKUP,2025-01,Upper East Side South,9487,6
PICKUP,2025-01,Midtown Center,9240,7
PICKUP,2025-01,Upper West Side South,8976,8
PICKUP,2025-01,Lincoln Square East,8681,9
PICKUP,2025-01,Upper West Side South,8157,10
DROPOFF,2025-02,Upper East Side North,21925,1
DROPOFF,2025-02,Upper East Side South,18564,2
DROPOFF,2025-02,Upper East Side North,15466,3
DROPOFF,2025-02,Upper East Side South,14622,4
DROPOFF,2025-02,Upper East Side South,10054,5
DROPOFF,2025-02,Midtown Center,8496,6
DROPOFF,2025-02,Upper East Side North,8351,7
DROPOFF,2025-02,Upper West Side North,8290,8
DROPOFF,2025-02,Upper West Side South,7908,9
DROPOFF,2025-02,Lincoln Square East,7423,10
PICKUP,2025-02,Upper East Side South,21925,1
PICKUP,2025-02,Upper East Side North,18564,2
PICKUP,2025-02,Upper East Side North,15466,3
PICKUP,2025-02,Upper East Side South,14622,4
PICKUP,2025-02,Midtown Center,10054,5
PICKUP,2025-02,Upper East Side South,8496,6
PICKUP,2025-02,Midtown Center,8351,7
PICKUP,2025-02,Upper West Side South,8290,8
PICKUP,2025-02,Lincoln Square East,7908,9
PICKUP,2025-02,Upper West Side South,7423,10
DROPOFF,2025-03,Upper East Side North,22439,1
DROPOFF,2025-03,Upper East Side South,18899,2
DROPOFF,2025-03,Upper East Side South,15266,3
DROPOFF,2025-03,Upper East Side North,15232,4
DROPOFF,2025-03,Upper East Side South,10764,5
DROPOFF,2025-03,Midtown Center,9562,6
DROPOFF,2025-03,Upper East Side North,9268,7
DROPOFF,2025-03,Upper West Side South,8557,8
DROPOFF,2025-03,Upper West Side North,8502,9
DROPOFF,2025-03,Lincoln Square East,8196,10
PICKUP,2025-03,Upper East Side South,22439,1
PICKUP,2025-03,Upper East Side North,18899,2
PICKUP,2025-03,Upper East Side South,15266,3
PICKUP,2025-03,Upper East Side North,15232,4
PICKUP,2025-03,Midtown Center,10764,5
PICKUP,2025-03,Upper East Side South,9562,6
PICKUP,2025-03,Midtown Center,9268,7
PICKUP,2025-03,Lincoln Square East,8557,8
PICKUP,2025-03,Upper West Side South,8502,9
PICKUP,2025-03,Upper West Side South,8196,10
DROPOFF,2025-04,Upper East Side North,26313,1
DROPOFF,2025-04,Upper East Side South,21934,2
DROPOFF,2025-04,Upper East Side South,17570,3
DROPOFF,2025-04,Upper East Side North,16723,4
DROPOFF,2025-04,Upper East Side South,12822,5
DROPOFF,2025-04,Midtown Center,11152,6
DROPOFF,2025-04,Upper East Side North,10461,7
DROPOFF,2025-04,Midtown East,8708,8
DROPOFF,2025-04,Upper West Side South,8337,9
DROPOFF,2025-04,Upper West Side North,8305,10
PICKUP,2025-04,Upper East Side South,26313,1
PICKUP,2025-04,Upper East Side North,21934,2
PICKUP,2025-04,Upper East Side South,17570,3
PICKUP,2025-04,Upper East Side North,16723,4
PICKUP,2025-04,Midtown Center,12822,5
PICKUP,2025-04,Upper East Side South,11152,6
PICKUP,2025-04,Midtown Center,10461,7
PICKUP,2025-04,Upper East Side South,8708,8
PICKUP,2025-04,Lincoln Square East,8337,9
PICKUP,2025-04,Upper West Side South,8305,10
DROPOFF,2025-05,Upper East Side North,27920,1
DROPOFF,2025-05,Upper East Side South,23257,2
DROPOFF,2025-05,Upper East Side South,19352,3
DROPOFF,2025-05,Upper East Side North,17901,4
DROPOFF,2025-05,Upper East Side South,12960,5
DROPOFF,2025-05,Midtown Center,11814,6
DROPOFF,2025-05,Upper East Side North,10013,7
DROPOFF,2025-05,Upper West Side South,9393,8
DROPOFF,2025-05,Midtown East,9138,9
DROPOFF,2025-05,Lincoln Square East,8541,10
PICKUP,2025-05,Upper East Side South,27920,1
PICKUP,2025-05,Upper East Side North,23257,2
PICKUP,2025-05,Upper East Side South,19352,3
PICKUP,2025-05,Upper East Side North,17901,4
PICKUP,2025-05,Midtown Center,12960,5
PICKUP,2025-05,Upper East Side South,11814,6
PICKUP,2025-05,Midtown Center,10013,7
PICKUP,2025-05,Lincoln Square East,9393,8
PICKUP,2025-05,Upper East Side South,9138,9
PICKUP,2025-05,Upper West Side South,8541,10
DROPOFF,2025-06,Upper East Side North,23313,1
DROPOFF,2025-06,Upper East Side South,19369,2
DROPOFF,2025-06,Upper East Side South,16686,3
DROPOFF,2025-06,Upper East Side North,14676,4
DROPOFF,2025-06,Upper East Side South,11482,5
DROPOFF,2025-06,Midtown Center,10606,6
DROPOFF,2025-06,Upper East Side North,9256,7
DROPOFF,2025-06,Midtown East,8421,8
DROPOFF,2025-06,JFK Airport,8277,9
DROPOFF,2025-06,Upper West Side South,7838,10
PICKUP,2025-06,Upper East Side South,23313,1
PICKUP,2025-06,Upper East Side North,19369,2
PICKUP,2025-06,Upper East Side South,16686,3
PICKUP,2025-06,Upper East Side North,14676,4
PICKUP,2025-06,Midtown Center,11482,5
PICKUP,2025-06,Upper East Side South,10606,6
PICKUP,2025-06,Midtown Center,9256,7
PICKUP,2025-06,Upper East Side South,8421,8
PICKUP,2025-06,JFK Airport,8277,9
PICKUP,2025-06,Lincoln Square East,7838,10
DROPOFF,2025-07,Upper East Side North,17462,1
DROPOFF,2025-07,Upper East Side South,13795,2
DROPOFF,2025-07,Upper East Side South,13414,3
DROPOFF,2025-07,Upper East Side North,10614,4
DROPOFF,2025-07,Upper East Side South,10338,5
DROPOFF,2025-07,Midtown Center,9785,6
DROPOFF,2025-07,Upper East Side North,8014,7
DROPOFF,2025-07,Midtown East,7669,8
DROPOFF,2025-07,JFK Airport,7432,9
DROPOFF,2025-07,Midtown Center,7137,10
PICKUP,2025-07,Upper East Side South,17462,1
PICKUP,2025-07,Upper East Side North,13795,2
PICKUP,2025-07,Upper East Side South,13414,3
PICKUP,2025-07,Upper East Side North,10614,4
PICKUP,2025-07,Midtown Center,10338,5
PICKUP,2025-07,Upper East Side South,9785,6
PICKUP,2025-07,Midtown Center,8014,7
PICKUP,2025-07,Upper East Side South,7669,8
PICKUP,2025-07,JFK Airport,7432,9
PICKUP,2025-07,Midtown Center,7137,10
DROPOFF,2025-08,Upper East Side North,14162,1
DROPOFF,2025-08,Upper East Side South,11332,2
DROPOFF,2025-08,Upper East Side South,10926,3
DROPOFF,2025-08,Upper East Side North,8729,4
DROPOFF,2025-08,Upper East Side South,8453,5
DROPOFF,2025-08,Midtown Center,7906,6
DROPOFF,2025-08,JFK Airport,7454,7
DROPOFF,2025-08,Outside of NYC,6795,8
DROPOFF,2025-08,Upper East Side North,6445,9
DROPOFF,2025-08,Times Sq/Theatre District,6440,10
PICKUP,2025-08,Upper East Side South,14162,1
PICKUP,2025-08,Upper East Side North,11332,2
PICKUP,2025-08,Upper East Side South,10926,3
PICKUP,2025-08,Upper East Side North,8729,4
PICKUP,2025-08,Midtown Center,8453,5
PICKUP,2025-08,Upper East Side South,7906,6
PICKUP,2025-08,JFK Airport,7454,7
PICKUP,2025-08,JFK Airport,6795,8
PICKUP,2025-08,Midtown Center,6445,9
PICKUP,2025-08,JFK Airport,6440,10
